time_s,x_m,y_m,truth_x_m,truth_y_m,nearest_index,error_m,truth_error_m,localization_error_m
9.945099736796692e-05,0.5485000000000156,2.2610000000000494,0.5485,2.261,0,4.364057741653285e-05,4.3640577447854e-05,5.17198322497564e-14
0.0003941549985029269,0.5485000000000156,2.2610000000000494,0.5485,2.261,0,4.364057741653285e-05,4.3640577447854e-05,5.17198322497564e-14
0.011788203999458347,0.5485000000000156,2.2610000000000494,0.5485,2.261,0,4.364057741653285e-05,4.3640577447854e-05,5.17198322497564e-14
0.01265454899839824,0.5485000000000156,2.2610000000000494,0.5485,2.261,0,4.364057741653285e-05,4.3640577447854e-05,5.17198322497564e-14
0.013346765997994225,0.5485000000000156,2.2610000000000494,0.5485,2.261,0,4.364057741653285e-05,4.3640577447854e-05,5.17198322497564e-14
0.014289849998021964,0.5485000000000156,2.2610000000000494,0.5485,2.261,0,4.364057741653285e-05,4.3640577447854e-05,5.17198322497564e-14
0.015206051000859588,0.5485000000000156,2.2610000000000494,0.5485,2.261,0,4.364057741653285e-05,4.3640577447854e-05,5.17198322497564e-14
0.01575361899813288,0.5485000000000156,2.2610000000000494,0.5485,2.261,0,4.364057741653285e-05,4.3640577447854e-05,5.17198322497564e-14
0.016315032000420615,0.5485000000000156,2.2610000000000494,0.5485,2.261,0,4.364057741653285e-05,4.3640577447854e-05,5.17198322497564e-14
0.04050055299740052,0.5484896385464997,2.260990195382657,0.5485,2.261,0,4.7831944894857714e-05,4.3640577447854e-05,1.4265000521547332e-05
0.04091694399903645,0.5484896385464997,2.260990195382657,0.5485,2.261,0,4.7831944894857714e-05,4.3640577447854e-05,1.4265000521547332e-05
0.04136040400044294,0.5484896385464997,2.260990195382657,0.548489638546484,2.260990195382608,0,4.7831944894857714e-05,4.783194493692962e-05,5.17198322497564e-14
0.04224282699942705,0.5484896385464997,2.260990195382657,0.548489638546484,2.260990195382608,0,4.7831944894857714e-05,4.783194493692962e-05,5.17198322497564e-14
0.04279833499822416,0.5484896385464997,2.260990195382657,0.548489638546484,2.260990195382608,0,4.7831944894857714e-05,4.783194493692962e-05,5.17198322497564e-14
0.04395457499776967,0.5484896385464997,2.260990195382657,0.548489638546484,2.260990195382608,0,4.7831944894857714e-05,4.783194493692962e-05,5.17198322497564e-14
0.04454052800065256,0.5484896385464997,2.260990195382657,0.548489638546484,2.260990195382608,0,4.7831944894857714e-05,4.783194493692962e-05,5.17198322497564e-14
0.05835054699855391,0.5484896385464997,2.260990195382657,0.5482453751316266,2.2607590575297034,0,4.7831944894857714e-05,0.00035946171085879847,0.0003362875598554605
